Psychiatric disorder,Category name,Risk factor,Source,Method,P-value,OR
Alzheimer  disease,Cell-specific biomarker,AC011481.1,eQTL_Microglia_OPCs / COPs,Wald ratio,9.84E-18,1.723
Alzheimer  disease,Cell-specific biomarker,ZNF112,eQTL_Microglia_Astrocytes,Wald ratio,5.35E-17,1.403
Alzheimer  disease,Cell-specific biomarker,ERCC2,eQTL_Microglia_OPCs / COPs,Wald ratio,1.09E-16,1.342
Alzheimer  disease,Cell-specific biomarker,AC006213.1,eQTL_Microglia_Pericytes,Wald ratio,1.50E-16,1.287
Alzheimer  disease,Cell-specific biomarker,DMWD,eQTL_Microglia_Excitatory neurons,Wald ratio,2.73E-15,1.772
Alzheimer  disease,Cell-specific biomarker,MAPKAPK2,eQTL_Microglia_Endothelial cells,Wald ratio,2.88E-15,0.599
Alzheimer  disease,Cell-specific biomarker,CR1L,eQTL_Microglia_Excitatory neurons,Wald ratio,2.88E-15,1.588
Alzheimer  disease,Cell-specific biomarker,ZNF234,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.57E-15,0.756
Alzheimer  disease,Cell-specific biomarker,GPR17,eQTL_Microglia_OPCs / COPs,Wald ratio,5.00E-15,1.498
Alzheimer  disease,Cell-specific biomarker,GYPC,eQTL_Microglia_Microglia,Wald ratio,5.00E-15,0.673
Alzheimer  disease,Cell-specific biomarker,AC011481.2,eQTL_Microglia_Excitatory neurons,Wald ratio,7.07E-15,0.637
Alzheimer  disease,Cell-specific biomarker,ZNF227,eQTL_Microglia_Microglia,Wald ratio,1.19E-14,0.742
Alzheimer  disease,Cell-specific biomarker,EXOC3L2,eQTL_Microglia_Astrocytes,Wald ratio,1.36E-14,0.648
Alzheimer  disease,Cell-specific biomarker,RIN3,eQTL_Microglia_Microglia,Wald ratio,3.73E-14,0.824
Alzheimer  disease,Cell-specific biomarker,ZNF235,eQTL_Microglia_Astrocytes,Wald ratio,4.82E-14,1.383
Alzheimer  disease,Cell-specific biomarker,ZNF233,eQTL_Microglia_Astrocytes,Wald ratio,5.34E-14,1.413
Alzheimer  disease,Cell-specific biomarker,RELB,eQTL_Microglia_Astrocytes,Wald ratio,9.53E-14,1.305
Alzheimer  disease,Cell-specific biomarker,CEACAM19,eQTL_Microglia_Astrocytes,Wald ratio,1.06E-13,1.456
Alzheimer  disease,Cell-specific biomarker,VASP,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.61E-13,0.615
Alzheimer  disease,Cell-specific biomarker,PATL1,eQTL_Microglia_Excitatory neurons,Wald ratio,9.71E-13,1.407
Alzheimer  disease,Cell-specific biomarker,HARBI1,eQTL_Microglia_Astrocytes,Wald ratio,3.17E-12,0.761
Alzheimer  disease,Cell-specific biomarker,ERCC2,eQTL_Microglia_Endothelial cells,Wald ratio,3.60E-12,1.176
Alzheimer  disease,Cell-specific biomarker,AC011481.1,eQTL_Microglia_Oligodendrocytes,Wald ratio,6.20E-12,1.607
Alzheimer  disease,Cell-specific biomarker,AC006213.3,eQTL_Microglia_Pericytes,Wald ratio,6.20E-12,0.815
Alzheimer  disease,Cell-specific biomarker,PPM1N,eQTL_Microglia_Astrocytes,Wald ratio,7.30E-12,0.66
Alzheimer  disease,Cell-specific biomarker,ZNF226,eQTL_Microglia_Astrocytes,Wald ratio,8.15E-12,0.712
Alzheimer  disease,Cell-specific biomarker,CCDC61,eQTL_Microglia_OPCs / COPs,Wald ratio,8.39E-12,0.752
Alzheimer  disease,Cell-specific biomarker,APC2,eQTL_Microglia_Inhibitory neurons,Wald ratio,5.18E-11,1.358
Alzheimer  disease,Cell-specific biomarker,CASS4,eQTL_Microglia_Microglia,Wald ratio,9.55E-11,0.757
Alzheimer  disease,Cell-specific biomarker,ZNF284,eQTL_Microglia_Endothelial cells,Wald ratio,1.16E-10,1.252
Alzheimer  disease,Cell-specific biomarker,C1QTNF4,eQTL_Microglia_Excitatory neurons,Wald ratio,1.57E-10,1.904
Alzheimer  disease,Cell-specific biomarker,PVR,eQTL_Microglia_Astrocytes,Wald ratio,2.15E-10,0.804
Alzheimer  disease,Cell-specific biomarker,KLC3,eQTL_Microglia_Inhibitory neurons,Wald ratio,2.15E-10,1.293
Alzheimer  disease,Cell-specific biomarker,ZNF234,eQTL_Microglia_OPCs / COPs,Wald ratio,2.83E-10,1.336
Alzheimer  disease,Cell-specific biomarker,PVR,eQTL_Microglia_Pericytes,Wald ratio,3.04E-10,1.563
Alzheimer  disease,Cell-specific biomarker,ZNF180,eQTL_Microglia_Microglia,Wald ratio,3.04E-10,0.663
Alzheimer  disease,Cell-specific biomarker,USP6NL,eQTL_Microglia_Microglia,Wald ratio,3.15E-10,1.277
Alzheimer  disease,Cell-specific biomarker,BCL3,eQTL_Microglia_Excitatory neurons,Wald ratio,5.95E-10,0.803
Alzheimer  disease,Cell-specific biomarker,CEACAM19,eQTL_Microglia_Excitatory neurons,Wald ratio,7.35E-10,1.517
Alzheimer  disease,Cell-specific biomarker,MARK4,eQTL_Microglia_Pericytes,Wald ratio,1.23E-09,0.747
Alzheimer  disease,Cell-specific biomarker,AL512631.1,eQTL_Microglia_Microglia,Wald ratio,1.36E-09,1.221
Alzheimer  disease,Cell-specific biomarker,SYMPK,eQTL_Microglia_Endothelial cells,Wald ratio,1.39E-09,0.841
Alzheimer  disease,Cell-specific biomarker,CD2AP,eQTL_Microglia_Excitatory neurons,Wald ratio,1.67E-09,1.351
Alzheimer  disease,Cell-specific biomarker,MAPKAPK2,eQTL_Microglia_Astrocytes,Wald ratio,2.28E-09,0.653
Alzheimer  disease,Cell-specific biomarker,SLC39A13,eQTL_Microglia_Excitatory neurons,Wald ratio,2.84E-09,0.585
Alzheimer  disease,Cell-specific biomarker,MTCH2,eQTL_Microglia_OPCs / COPs,Wald ratio,3.16E-09,1.208
Alzheimer  disease,Cell-specific biomarker,MTCH2,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.16E-09,1.267
Alzheimer  disease,Cell-specific biomarker,DDB2,eQTL_Microglia_Endothelial cells,Wald ratio,3.37E-09,0.833
Alzheimer  disease,Cell-specific biomarker,MARK4,eQTL_Microglia_Excitatory neurons,Wald ratio,3.85E-09,0.586
Alzheimer  disease,Cell-specific biomarker,UGGT1,eQTL_Microglia_Microglia,Wald ratio,5.31E-09,1.235
Alzheimer  disease,Cell-specific biomarker,AC012508.2,eQTL_Microglia_OPCs / COPs,Wald ratio,5.95E-09,0.839
Alzheimer  disease,Cell-specific biomarker,AL355353.1,eQTL_Microglia_Excitatory neurons,Wald ratio,8.13E-09,0.843
Alzheimer  disease,Cell-specific biomarker,ZNF225,eQTL_Microglia_Endothelial cells,Wald ratio,1.15E-08,1.188
Alzheimer  disease,Cell-specific biomarker,MYO7B,eQTL_Microglia_Astrocytes,Wald ratio,1.18E-08,1.313
Alzheimer  disease,Cell-specific biomarker,ME3,eQTL_Microglia_Endothelial cells,Wald ratio,2.33E-08,0.86
Alzheimer  disease,Cell-specific biomarker,ZNF284,eQTL_Microglia_Microglia,Wald ratio,5.68E-08,1.199
Alzheimer  disease,Cell-specific biomarker,TRAPPC6A,eQTL_Microglia_Excitatory neurons,Wald ratio,6.61E-08,1.554
Alzheimer  disease,Cell-specific biomarker,VASP,eQTL_Microglia_Excitatory neurons,Wald ratio,7.87E-08,1.239
Alzheimer  disease,Cell-specific biomarker,ZYX,eQTL_Microglia_Microglia,Wald ratio,8.52E-08,0.798
Alzheimer  disease,Cell-specific biomarker,LRRC37A2,eQTL_Microglia_Excitatory neurons,Wald ratio,9.93E-08,0.942
Alzheimer  disease,Cell-specific biomarker,PPP1R13L,eQTL_Microglia_Microglia,Wald ratio,1.06E-07,0.797
Alzheimer  disease,Cell-specific biomarker,NKPD1,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.88E-07,1.334
Alzheimer  disease,Cell-specific biomarker,MTRNR2L6,eQTL_Microglia_Endothelial cells,Wald ratio,1.99E-07,1.167
Alzheimer  disease,Cell-specific biomarker,MTCH2,eQTL_Microglia_Microglia,Wald ratio,2.44E-07,1.282
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_Excitatory neurons,Wald ratio,2.63E-07,0.959
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_Endothelial cells,Wald ratio,2.63E-07,0.949
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Inhibitory neurons,Wald ratio,2.63E-07,0.948
Alzheimer  disease,Cell-specific biomarker,LRRC37A2,eQTL_Microglia_Microglia,Wald ratio,3.48E-07,0.934
Alzheimer  disease,Cell-specific biomarker,LRRC37A2,eQTL_Microglia_Endothelial cells,Wald ratio,4.66E-07,0.932
Alzheimer  disease,Cell-specific biomarker,LRRC37A2,eQTL_Microglia_OPCs / COPs,Wald ratio,4.67E-07,0.936
Alzheimer  disease,Cell-specific biomarker,AC012184.2,eQTL_Microglia_Astrocytes,Wald ratio,4.89E-07,0.832
Alzheimer  disease,Cell-specific biomarker,LRRC37A,eQTL_Microglia_Astrocytes,Wald ratio,4.94E-07,0.91
Alzheimer  disease,Cell-specific biomarker,LRRC37A,eQTL_Microglia_Oligodendrocytes,Wald ratio,4.94E-07,0.879
Alzheimer  disease,Cell-specific biomarker,LRRC37A2,eQTL_Microglia_Astrocytes,Wald ratio,5.07E-07,0.948
Alzheimer  disease,Cell-specific biomarker,LRRC37A2,eQTL_Microglia_Inhibitory neurons,Wald ratio,5.50E-07,0.939
Alzheimer  disease,Cell-specific biomarker,PVR,eQTL_Microglia_Oligodendrocytes,Wald ratio,5.52E-07,0.833
Alzheimer  disease,Cell-specific biomarker,NUP160,eQTL_Microglia_Astrocytes,Wald ratio,6.04E-07,1.268
Alzheimer  disease,Cell-specific biomarker,LINC02210-CRHR1,eQTL_Microglia_Oligodendrocytes,Wald ratio,6.22E-07,0.934
Alzheimer  disease,Cell-specific biomarker,NECTIN2,eQTL_Microglia_Endothelial cells,Wald ratio,6.26E-07,0.848
Alzheimer  disease,Cell-specific biomarker,ACHE,eQTL_Microglia_OPCs / COPs,Wald ratio,6.76E-07,0.778
Alzheimer  disease,Cell-specific biomarker,LINC02210-CRHR1,eQTL_Microglia_OPCs / COPs,Wald ratio,7.04E-07,0.937
Alzheimer  disease,Cell-specific biomarker,LINC02210-CRHR1,eQTL_Microglia_Inhibitory neurons,Wald ratio,7.77E-07,0.871
Alzheimer  disease,Cell-specific biomarker,AC011481.1,eQTL_Microglia_Endothelial cells,Wald ratio,7.91E-07,1.241
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_OPCs / COPs,Wald ratio,9.32E-07,0.954
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Microglia,Wald ratio,9.32E-07,0.941
Alzheimer  disease,Cell-specific biomarker,ZNF224,eQTL_Microglia_Pericytes,Wald ratio,9.78E-07,1.173
Alzheimer  disease,Cell-specific biomarker,APH1B,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.03E-06,1.376
Alzheimer  disease,Cell-specific biomarker,APH1B,eQTL_Microglia_Excitatory neurons,Wald ratio,1.03E-06,1.398
Alzheimer  disease,Cell-specific biomarker,PVR,eQTL_Microglia_Excitatory neurons,Wald ratio,1.25E-06,0.704
Alzheimer  disease,Cell-specific biomarker,FKRP,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.32E-06,0.892
Alzheimer  disease,Cell-specific biomarker,FGF22,eQTL_Microglia_Astrocytes,Wald ratio,1.44E-06,0.688
Alzheimer  disease,Cell-specific biomarker,TEX14,eQTL_Microglia_Excitatory neurons,Wald ratio,1.62E-06,1.475
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.70E-06,0.95
Alzheimer  disease,Cell-specific biomarker,HAVCR1,eQTL_Microglia_Microglia,Wald ratio,1.82E-06,1.13
Alzheimer  disease,Cell-specific biomarker,GPRC5B,eQTL_Microglia_Astrocytes,Wald ratio,1.85E-06,1.417
Alzheimer  disease,Cell-specific biomarker,CLASRP,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.17E-06,0.716
Alzheimer  disease,Cell-specific biomarker,ZNF233,eQTL_Microglia_Inhibitory neurons,Wald ratio,2.17E-06,1.21
Alzheimer  disease,Cell-specific biomarker,PICALM,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.27E-06,1.264
Alzheimer  disease,Cell-specific biomarker,CADM4,eQTL_Microglia_Astrocytes,Wald ratio,2.36E-06,0.651
Alzheimer  disease,Cell-specific biomarker,CLPTM1,eQTL_Microglia_OPCs / COPs,Wald ratio,2.36E-06,1.4
Alzheimer  disease,Cell-specific biomarker,ZNF224,eQTL_Microglia_Endothelial cells,Wald ratio,2.36E-06,0.808
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.37E-06,0.956
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Astrocytes,Wald ratio,2.37E-06,0.951
Alzheimer  disease,Cell-specific biomarker,LINC02210-CRHR1,eQTL_Microglia_Astrocytes,Wald ratio,2.44E-06,0.945
Alzheimer  disease,Cell-specific biomarker,PLEKHM1,eQTL_Microglia_Inhibitory neurons,Wald ratio,2.45E-06,1.184
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Endothelial cells,Wald ratio,2.73E-06,0.94
Alzheimer  disease,Cell-specific biomarker,AC005670.2,eQTL_Microglia_Astrocytes,Wald ratio,2.88E-06,0.931
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Pericytes,Wald ratio,2.88E-06,0.949
Alzheimer  disease,Cell-specific biomarker,PLEKHM1,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.99E-06,1.199
Alzheimer  disease,Cell-specific biomarker,ARHGAP27,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.99E-06,1.155
Alzheimer  disease,Cell-specific biomarker,PROSER2,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.06E-06,1.221
Alzheimer  disease,Cell-specific biomarker,ZNF229,eQTL_Microglia_Astrocytes,Wald ratio,3.45E-06,1.172
Alzheimer  disease,Cell-specific biomarker,HIKESHI,eQTL_Microglia_Endothelial cells,Wald ratio,3.61E-06,1.291
Alzheimer  disease,Cell-specific biomarker,CASS4,eQTL_Microglia_Astrocytes,Wald ratio,3.65E-06,1.169
Alzheimer  disease,Cell-specific biomarker,RIN3,eQTL_Microglia_Endothelial cells,Wald ratio,3.89E-06,1.137
Alzheimer  disease,Cell-specific biomarker,MAPT,eQTL_Microglia_Astrocytes,Wald ratio,4.34E-06,0.889
Alzheimer  disease,Cell-specific biomarker,SLC15A3,eQTL_Microglia_Microglia,Wald ratio,4.43E-06,0.791
Alzheimer  disease,Cell-specific biomarker,PPP1R35,eQTL_Microglia_Inhibitory neurons,Wald ratio,4.59E-06,1.413
Alzheimer  disease,Cell-specific biomarker,AL355353.1,eQTL_Microglia_Microglia,Wald ratio,4.68E-06,0.874
Alzheimer  disease,Cell-specific biomarker,PCDHB7,eQTL_Microglia_Endothelial cells,Wald ratio,4.74E-06,0.884
Alzheimer  disease,Cell-specific biomarker,ZNF394,eQTL_Microglia_Endothelial cells,Wald ratio,5.09E-06,1.21
Alzheimer  disease,Cell-specific biomarker,NUP160,eQTL_Microglia_Microglia,Wald ratio,5.22E-06,1.058
Alzheimer  disease,Cell-specific biomarker,CREBZF,eQTL_Microglia_Excitatory neurons,Wald ratio,5.72E-06,1.647
Alzheimer  disease,Cell-specific biomarker,MINDY2,eQTL_Microglia_Oligodendrocytes,Wald ratio,6.80E-06,1.126
Alzheimer  disease,Cell-specific biomarker,OPA3,eQTL_Microglia_Pericytes,Wald ratio,6.92E-06,0.816
Alzheimer  disease,Cell-specific biomarker,PVR,eQTL_Microglia_Inhibitory neurons,Wald ratio,7.65E-06,1.303
Alzheimer  disease,Cell-specific biomarker,ADAM10,eQTL_Microglia_Oligodendrocytes,Wald ratio,8.03E-06,1.118
Alzheimer  disease,Cell-specific biomarker,PPM1N,eQTL_Microglia_Pericytes,Wald ratio,8.54E-06,0.821
Alzheimer  disease,Cell-specific biomarker,AP001043.1,eQTL_Microglia_Microglia,Wald ratio,8.61E-06,0.841
Alzheimer  disease,Cell-specific biomarker,NTN5,eQTL_Microglia_Excitatory neurons,Wald ratio,9.36E-06,1.184
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.27E-05,0.957
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_Microglia,Wald ratio,1.27E-05,0.957
Alzheimer  disease,Cell-specific biomarker,KANSL1,eQTL_Microglia_Excitatory neurons,Wald ratio,1.27E-05,0.95
Alzheimer  disease,Cell-specific biomarker,NECTIN2,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.33E-05,0.761
Alzheimer  disease,Cell-specific biomarker,TMEM132B,eQTL_Microglia_OPCs / COPs,Wald ratio,1.42E-05,0.796
Alzheimer  disease,Cell-specific biomarker,MILR1,eQTL_Microglia_Microglia,Wald ratio,1.58E-05,1.212
Alzheimer  disease,Cell-specific biomarker,CAP1,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.63E-05,0.752
Alzheimer  disease,Cell-specific biomarker,MTMR4,eQTL_Microglia_OPCs / COPs,Wald ratio,1.83E-05,0.887
Alzheimer  disease,Cell-specific biomarker,VPS26B,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.85E-05,1.137
Alzheimer  disease,Cell-specific biomarker,SRGAP2,eQTL_Microglia_OPCs / COPs,Wald ratio,1.95E-05,0.818
Alzheimer  disease,Cell-specific biomarker,NTN5,eQTL_Microglia_Astrocytes,Wald ratio,2.00E-05,1.162
Alzheimer  disease,Cell-specific biomarker,FUT2,eQTL_Microglia_Microglia,Wald ratio,2.00E-05,0.842
Alzheimer  disease,Cell-specific biomarker,USP6NL,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.02E-05,0.916
Alzheimer  disease,Cell-specific biomarker,RNF111,eQTL_Microglia_Astrocytes,Wald ratio,2.11E-05,1.325
Alzheimer  disease,Cell-specific biomarker,KNOP1,eQTL_Microglia_Astrocytes,Wald ratio,2.16E-05,0.949
Alzheimer  disease,Cell-specific biomarker,CHRNE,eQTL_Microglia_Endothelial cells,Wald ratio,2.21E-05,1.107
Alzheimer  disease,Cell-specific biomarker,TSPAN14,eQTL_Microglia_Excitatory neurons,Wald ratio,2.28E-05,1.371
Alzheimer  disease,Cell-specific biomarker,ERN1,eQTL_Microglia_Microglia,Wald ratio,2.39E-05,0.873
Alzheimer  disease,Cell-specific biomarker,ELL,eQTL_Microglia_Excitatory neurons,Wald ratio,2.48E-05,0.823
Alzheimer  disease,Cell-specific biomarker,ERCC2,eQTL_Microglia_Microglia,Wald ratio,2.54E-05,1.168
Alzheimer  disease,Cell-specific biomarker,UPF2,eQTL_Microglia_OPCs / COPs,Wald ratio,2.60E-05,0.832
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_OPCs / COPs,Wald ratio,2.75E-05,0.958
Alzheimer  disease,Cell-specific biomarker,TRIM52,eQTL_Microglia_Endothelial cells,Wald ratio,2.88E-05,1.152
Alzheimer  disease,Cell-specific biomarker,TAF6,eQTL_Microglia_Endothelial cells,Wald ratio,2.89E-05,1.18
Alzheimer  disease,Cell-specific biomarker,KNOP1,eQTL_Microglia_Oligodendrocytes,Wald ratio,2.94E-05,0.945
Alzheimer  disease,Cell-specific biomarker,CCDC88C,eQTL_Microglia_Pericytes,Wald ratio,3.23E-05,0.879
Alzheimer  disease,Cell-specific biomarker,AC011481.1,eQTL_Microglia_Inhibitory neurons,Wald ratio,3.32E-05,1.482
Alzheimer  disease,Cell-specific biomarker,WDR97,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.33E-05,1.214
Alzheimer  disease,Cell-specific biomarker,POLN,eQTL_Microglia_Astrocytes,Wald ratio,3.34E-05,0.874
Alzheimer  disease,Cell-specific biomarker,OPA3,eQTL_Microglia_Microglia,Wald ratio,3.68E-05,1.211
Alzheimer  disease,Cell-specific biomarker,QPCTL,eQTL_Microglia_Astrocytes,Wald ratio,3.68E-05,0.793
Alzheimer  disease,Cell-specific biomarker,AC090515.2,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.72E-05,0.877
Alzheimer  disease,Cell-specific biomarker,STRADA,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.77E-05,1.251
Alzheimer  disease,Cell-specific biomarker,TSC22D4,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.84E-05,1.389
Alzheimer  disease,Cell-specific biomarker,TRIP6,eQTL_Microglia_Oligodendrocytes,Wald ratio,3.84E-05,0.771
Alzheimer  disease,Cell-specific biomarker,QPCTL,eQTL_Microglia_Inhibitory neurons,Wald ratio,4.00E-05,1.181
Alzheimer  disease,Cell-specific biomarker,RNF8,eQTL_Microglia_OPCs / COPs,Wald ratio,4.38E-05,1.097
Alzheimer  disease,Cell-specific biomarker,MTCH2,eQTL_Microglia_Excitatory neurons,Wald ratio,4.78E-05,1.166
Alzheimer  disease,Cell-specific biomarker,ZSCAN21,eQTL_Microglia_Oligodendrocytes,Wald ratio,4.84E-05,1.123
Alzheimer  disease,Cell-specific biomarker,DGKZ,eQTL_Microglia_Excitatory neurons,Wald ratio,5.35E-05,1.616
Alzheimer  disease,Cell-specific biomarker,PRR12,eQTL_Microglia_Excitatory neurons,Wald ratio,5.36E-05,0.804
Alzheimer  disease,Cell-specific biomarker,CD3EAP,eQTL_Microglia_Oligodendrocytes,Wald ratio,5.45E-05,0.811
Alzheimer  disease,Cell-specific biomarker,ZNF229,eQTL_Microglia_Pericytes,Wald ratio,5.82E-05,1.186
Alzheimer  disease,Cell-specific biomarker,KNOP1,eQTL_Microglia_OPCs / COPs,Wald ratio,6.14E-05,0.924
Alzheimer  disease,Cell-specific biomarker,ERCC2,eQTL_Microglia_Astrocytes,Wald ratio,6.33E-05,1.198
Alzheimer  disease,Cell-specific biomarker,ZNF224,eQTL_Microglia_Oligodendrocytes,Wald ratio,6.33E-05,1.228
Alzheimer  disease,Cell-specific biomarker,PLAUR,eQTL_Microglia_Astrocytes,Wald ratio,6.43E-05,0.79
Alzheimer  disease,Cell-specific biomarker,RABEP1,eQTL_Microglia_Microglia,Wald ratio,6.52E-05,1.118
Alzheimer  disease,Cell-specific biomarker,AC025048.4,eQTL_Microglia_Inhibitory neurons,Wald ratio,6.60E-05,1.177
Alzheimer  disease,Cell-specific biomarker,LINC02193,eQTL_Microglia_Endothelial cells,Wald ratio,6.69E-05,1.199
Alzheimer  disease,Cell-specific biomarker,OGFOD1,eQTL_Microglia_Microglia,Wald ratio,6.86E-05,1.134
Alzheimer  disease,Cell-specific biomarker,HIST1H4H,eQTL_Microglia_Astrocytes,Wald ratio,7.05E-05,0.873
Alzheimer  disease,Cell-specific biomarker,CCDC97,eQTL_Microglia_Pericytes,Wald ratio,7.19E-05,1.106
Alzheimer  disease,Cell-specific biomarker,PSG8,eQTL_Microglia_Excitatory neurons,Wald ratio,7.47E-05,1.27
Alzheimer  disease,Cell-specific biomarker,ARL17B,eQTL_Microglia_Astrocytes,Wald ratio,7.59E-05,0.953
Alzheimer  disease,Cell-specific biomarker,TIMM22,eQTL_Microglia_OPCs / COPs,Wald ratio,7.67E-05,0.83
Alzheimer  disease,Cell-specific biomarker,RBCK1,eQTL_Microglia_Excitatory neurons,Wald ratio,7.71E-05,0.834
Alzheimer  disease,Cell-specific biomarker,ZMPSTE24,eQTL_Microglia_Oligodendrocytes,Wald ratio,7.90E-05,0.837
Alzheimer  disease,Cell-specific biomarker,RBMS2,eQTL_Microglia_Astrocytes,Wald ratio,8.03E-05,1.248
Alzheimer  disease,Cell-specific biomarker,RAD51,eQTL_Microglia_Excitatory neurons,Wald ratio,8.22E-05,1.38
Alzheimer  disease,Cell-specific biomarker,FUZ,eQTL_Microglia_Excitatory neurons,Wald ratio,8.72E-05,0.784
Alzheimer  disease,Cell-specific biomarker,ZKSCAN1,eQTL_Microglia_Astrocytes,Wald ratio,8.84E-05,0.916
Alzheimer  disease,Cell-specific biomarker,AC004922.1,eQTL_Microglia_Inhibitory neurons,Wald ratio,8.84E-05,1.181
Alzheimer  disease,Cell-specific biomarker,DEF8,eQTL_Microglia_Excitatory neurons,Wald ratio,8.94E-05,0.761
Alzheimer  disease,Cell-specific biomarker,CCDC61,eQTL_Microglia_Microglia,Wald ratio,9.38E-05,0.866
Alzheimer  disease,Cell-specific biomarker,REXO5,eQTL_Microglia_Oligodendrocytes,Wald ratio,9.66E-05,1.158
Alzheimer  disease,Cell-specific biomarker,HLA-DQB1,eQTL_Microglia_Microglia,Wald ratio,1.01E-04,1.055
Alzheimer  disease,Cell-specific biomarker,ZNF45,eQTL_Microglia_Astrocytes,Wald ratio,1.01E-04,0.821
Alzheimer  disease,Cell-specific biomarker,MED16,eQTL_Microglia_Excitatory neurons,Wald ratio,1.01E-04,1.328
Alzheimer  disease,Cell-specific biomarker,ZNF843,eQTL_Microglia_Astrocytes,Wald ratio,1.03E-04,1.206
Alzheimer  disease,Cell-specific biomarker,GEMIN4,eQTL_Microglia_Excitatory neurons,Wald ratio,1.04E-04,0.781
Alzheimer  disease,Cell-specific biomarker,POLR2B,eQTL_Microglia_OPCs / COPs,Wald ratio,1.06E-04,1.345
Alzheimer  disease,Cell-specific biomarker,HEATR6,eQTL_Microglia_OPCs / COPs,Wald ratio,1.09E-04,0.836
Alzheimer  disease,Cell-specific biomarker,POC1B,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.11E-04,0.846
Alzheimer  disease,Cell-specific biomarker,FUT2,eQTL_Microglia_Excitatory neurons,Wald ratio,1.13E-04,0.901
Alzheimer  disease,Cell-specific biomarker,FUT2,eQTL_Microglia_Astrocytes,Wald ratio,1.13E-04,0.858
Alzheimer  disease,Cell-specific biomarker,OSGEPL1,eQTL_Microglia_OPCs / COPs,Wald ratio,1.15E-04,1.202
Alzheimer  disease,Cell-specific biomarker,AL355353.1,eQTL_Microglia_Astrocytes,Wald ratio,1.18E-04,0.848
Alzheimer  disease,Cell-specific biomarker,IL34,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.18E-04,0.833
Alzheimer  disease,Cell-specific biomarker,EFTUD2,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.18E-04,0.824
Alzheimer  disease,Cell-specific biomarker,PIP,eQTL_Microglia_Oligodendrocytes,Wald ratio,1.21E-04,1.23
Alzheimer  disease,Cell-specific biomarker,AP4M1,eQTL_Microglia_Inhibitory neurons,Wald ratio,1.26E-04,0.877
